h	r	t
Q3160040	P3373	Q461721
Q3160040	P3373	Q16747640
Q3160040	P3373	Q137814
Q3160040	P3373	Q4270981
Q3160040	P3373	Q2364602
Q3160040	P3373	Q348967
Q3160040	P3373	Q4444820
Q76286595	P22	Q75514849
Q76286595	P25	Q75334474
Q15968084	P26	Q1051080
Q15968084	P40	Q15968119
Q15968084	P22	Q102227065
Q15968084	P25	Q102227066
Q475980	P26	Q2439614
Q475980	P40	Q5182675
Q475980	P40	Q442947
Q475980	P40	Q324845
Q475980	P40	Q475950
Q475980	P40	Q11935483
Q475980	P40	Q22812753
Q475980	P40	Q29033222
Q475980	P22	Q559437
Q475980	P25	Q562285
Q17352237	P22	Q2960573
Q17352237	P25	Q75360184
Q3290648	P26	Q1280318
Q3290648	P26	Q2856882
Q3290648	P40	Q1280342
Q3290648	P40	Q924947
Q3290648	P40	Q916954
Q3290648	P40	Q75291330
Q3290648	P40	Q75291332
Q3290648	P40	Q75291336
Q2960519	P22	Q7771
Q2960519	P25	Q231457
Q2960519	P3373	Q72795
Q2960519	P3373	Q237129
Q2960519	P3373	Q240277
Q2960519	P3373	Q454297
Q2960519	P3373	Q454337
Q2960519	P3373	Q458688
Q2960519	P3373	Q550766
Q2960519	P3373	Q712502
Q78578	P25	Q237132
Q78578	P22	Q447448
Q78578	P3373	Q538125
Q78578	P3373	Q235183
Q78578	P3373	Q446711
Q78578	P3373	Q78541
Q78578	P1290	Q183579
Q78578	P1290	Q170182
Q16740105	P22	Q76736
Q16740105	P25	Q231441
Q16740105	P3373	Q61649
Q16740105	P3373	Q18411753
Q16740105	P3373	Q57841
Q16740105	P3373	Q77336
Q16740105	P3373	Q85021
Q108927315	P40	Q101508594
Q22213100	P1598	Q691381
Q22213100	P1598	Q2958063
Q22213100	P1598	Q3034970
Q468968	P22	Q12971
Q468968	P25	Q72795
Q468968	P3373	Q154971
Q468968	P3373	Q12967
Q468968	P3373	Q555362
Q64747094	P1598	Q3557404
Q64747094	P1598	Q15967181
Q64747094	P1598	Q22247987
Q432760	P25	Q3286449
Q432760	P22	Q3471054
Q432760	P40	Q3157882
Q432760	P26	Q2977329
Q432760	P3373	Q3471014
Q432760	P3373	Q21006831
Q432760	P3373	Q21130333
Q432760	P3373	Q3292354
Q7260718	P22	Q1090279
Q7260718	P25	Q527147
Q7260718	P3373	Q5079178
Q7260718	P3373	Q188926
Q109011229	P22	Q3080914
Q4776266	P22	Q461667
Q932200	P40	Q969113
Q932200	P40	Q935424
Q932200	P40	Q715234
Q932200	P40	Q364925
Q932200	P26	Q891777
Q932200	P3373	Q286247
Q62217	P25	Q291948
Q62217	P22	Q267347
Q62217	P3373	Q267384
Q62217	P3373	Q669773
Q62217	P3373	Q689289
Q62217	P3373	Q504498
Q62217	P3373	Q278001
Q62217	P3373	Q327563
Q62217	P3373	Q327616
Q62217	P3373	Q455819
Q62217	P3373	Q9391762
Q62217	P3373	Q1599554
Q62217	P3373	Q829566
Q8126358	P26	Q3840446
Q8126358	P40	Q1084936
Q8126358	P40	Q1708787
Q8126358	P40	Q18916963
Q8126358	P40	Q18216931
Q58773	P25	Q62043
Q58773	P22	Q543311
Q58773	P26	Q238458
Q58773	P3373	Q435291
Q58773	P3373	Q241250
Q58773	P3373	Q62041
Q58773	P3373	Q89362
Q58773	P3373	Q215225
Q58773	P3373	Q89340
Q58773	P3373	Q1282833
Q58773	P3373	Q2571635
Q230873	P26	Q209579
Q230873	P40	Q231409
Q230873	P40	Q229861
Q230873	P40	Q1775598
Q230873	P40	Q312670
Q230873	P40	Q75245040
Q230873	P40	Q75272976
Q230873	P25	Q230921
Q230873	P22	Q296555
Q230873	P3373	Q229076
Q230873	P3373	Q233610
Q230873	P3373	Q155596
Q230873	P3373	Q7184788
Q98822853	P26	Q55916538
Q75362243	P22	Q75362238
Q75362243	P40	Q75362249
Q75362243	P25	Q75362213
Q21634605	P22	Q3086332
Q21634605	P3373	Q21634606
Q21634605	P3373	Q2861881
Q509449	P40	Q235540
Q509449	P40	Q4785862
Q509449	P40	Q75286694
Q509449	P26	Q313426
Q509449	P22	Q935424
Q509449	P25	Q269302
Q509449	P3373	Q452580
Q509449	P3373	Q891920
Q1083398	P22	Q936976
Q1083398	P25	Q182021
Q1083398	P26	Q356145
Q1083398	P40	Q466719
Q1083398	P40	Q472186
Q1083398	P40	Q355755
Q1083398	P40	Q2447071
Q1083398	P40	Q242928
Q1083398	P40	Q6397377
Q1083398	P3373	Q274732
Q1083398	P3373	Q848615
Q1083398	P3373	Q3663505
Q1083398	P3373	Q303843
Q1083398	P3373	Q644635
Q1083398	P3373	Q737533
Q1083398	P3373	Q984647
Q1083398	P3373	Q526731
Q1083398	P3373	Q3175920
Q1083398	P3373	Q2364464
Q312325	P25	Q169512
Q312325	P22	Q36234
Q312325	P26	Q158229
Q312325	P26	Q452284
Q312325	P40	Q164504
Q312325	P40	Q234941
Q312325	P40	Q3659899
Q312325	P40	Q4992733
Q312325	P40	Q312305
Q312325	P40	Q235513
Q312325	P40	Q4992752
Q312325	P40	Q4992758
Q312325	P40	Q231457
Q312325	P40	Q234405
Q312325	P40	Q4992832
Q312325	P40	Q3291860
Q312325	P40	Q768366
Q312325	P40	Q4992850
Q312325	P40	Q16854044
Q312325	P40	Q75296366
Q312325	P40	Q75296359
Q312325	P3373	Q1406351
Q312325	P3373	Q183226
Q312325	P3373	Q2325634
Q312325	P3373	Q2630473
Q312325	P3373	Q2213967
Q312325	P3373	Q229826
Q312325	P3373	Q604419
Q278954	P40	Q6300387
Q278954	P40	Q110588141
Q278954	P22	Q5948809
Q278954	P25	Q75241025
Q3637261	P22	Q1279599
Q3637261	P25	Q22080197
Q3637261	P3373	Q1200579
Q3637261	P3373	Q22080085
Q3637261	P3373	Q3587845
Q567924	P26	Q966628
Q567924	P25	Q3086633
Q1996040	P25	Q2399148
Q1996040	P22	Q2254102
Q1996040	P40	Q2322485
Q1996040	P26	Q658916
Q1996040	P3373	Q2431176
Q55340017	P3373	Q55339943
Q55340017	P3373	Q55340044
Q55340017	P3373	Q55340000
Q55340017	P3373	Q55340043
Q55340017	P22	Q71434
Q23773477	P22	Q3131517
Q23773477	P25	Q2322485
Q23773477	P3373	Q2088774
Q23773477	P3373	Q17516277
Q23773477	P3373	Q17516320
Q55025994	P22	Q323104
Q55025994	P3373	Q55078167
Q55025994	P3373	Q55078171
Q55025994	P3373	Q54855182
Q55025994	P3373	Q55074493
Q55025994	P3373	Q86695
Q55025994	P3373	Q11916127
Q55025994	P3373	Q55078182
Q55025994	P3373	Q54810750
Q55025994	P3373	Q20108919
Q55025994	P3373	Q10311619
Q55025994	P25	Q20107972
Q55025994	P26	Q1396090
Q71236	P22	Q62247
Q71236	P25	Q2073728
Q71236	P3373	Q74673
Q71236	P3373	Q64125
Q71236	P3373	Q67194
Q71236	P3373	Q52936
Q102014436	P22	Q1913999
Q102014436	P25	Q61912778
Q102014436	P40	Q1895847
Q102014436	P26	Q9195767
Q261818	P25	Q2260377
Q261818	P3373	Q436224
Q261818	P3373	Q242532
Q261818	P3373	Q255457
Q261818	P3373	Q271994
Q261818	P3373	Q3371763
Q261818	P3373	Q2472724
Q261818	P3373	Q2839895
Q261818	P451	Q20652778
Q261818	P26	Q2861732
Q261818	P22	Q25403179
Q261818	P40	Q64759704
Q261818	P40	Q30049992
Q2414829	P40	Q672470
Q2414829	P451	Q153586
Q67198	P40	Q2581691
Q67198	P22	Q60514
Q67198	P25	Q237761
Q67198	P26	Q433395
Q67198	P3373	Q88576
Q67198	P3373	Q57527
Q67198	P3373	Q57651
Q67198	P3373	Q60431
Q67198	P3373	Q62048
Q67198	P3373	Q63930
Q67198	P3373	Q110936
Q67198	P3373	Q53109
Q67198	P3373	Q62594
Q67198	P3373	Q64266
Q67198	P3373	Q67431
Q67198	P3373	Q75770
Q67198	P3373	Q84632
Q221328	P22	Q510535
Q221328	P25	Q1834693
Q221328	P3373	Q370791
Q3086429	P451	Q444087
Q3086429	P40	Q107157578
Q3086429	P26	Q3174896
Q254654	P25	Q209353
Q254654	P22	Q156774
Q254654	P26	Q696021
Q254654	P3373	Q464449
Q254654	P3373	Q2459965
Q254654	P3373	Q2628240
Q3750870	P22	Q297483
Q3750870	P25	Q257579
Q3750870	P3373	Q45639
Q3750870	P3373	Q59867
Q3750870	P3373	Q253814
Q3750870	P3373	Q312297
Q3750870	P3373	Q3837121
Q3750870	P3373	Q3847417
Q3750870	P3373	Q3721835
Q293356	P40	Q2399148
Q293356	P40	Q7937318
Q293356	P22	Q3261489
Q293356	P25	Q20437739
Q293356	P26	Q22085297
Q293356	P3373	Q1064871
Q293356	P451	Q209579
Q235835	P22	Q129857
Q235835	P25	Q229208
Q235835	P26	Q76508
Q235835	P40	Q318091
Q235835	P3373	Q374988
Q235835	P3373	Q231074
Q235835	P3373	Q958378
Q235835	P3373	Q132545
Q235835	P3373	Q378825
Q75384833	P22	Q361184
Q75384833	P25	Q131412
Q75384833	P793	Q2345820
Q75384833	P3373	Q75384830
Q75384833	P3373	Q79972
Q70700	P25	Q2083435
Q70700	P22	Q62885
Q70700	P3373	Q65353
Q70700	P3373	Q69541
Q70700	P3373	Q61214
Q264368	P22	Q318091
Q264368	P25	Q233187
Q264368	P40	Q588360
Q264368	P26	Q714803
Q264368	P3373	Q2375184
Q264368	P3373	Q356145
Q264368	P3373	Q426677
Q264368	P3373	Q610738
Q264368	P3373	Q947511
Q264368	P3373	Q3847137
Q264368	P3373	Q46098742
Q264368	P3373	Q56842953
Q16268421	P40	Q3802273
Q155394	P40	Q156548
Q155394	P26	Q61351
Q223293	P22	Q170467
Q223293	P25	Q229867
Q223293	P26	Q230868
Q223293	P40	Q169448
Q223293	P40	Q343990
Q223293	P40	Q229854
Q223293	P3373	Q232172
Q223293	P3373	Q230887
Q223293	P3373	Q232132
Q223293	P3373	Q2343300
Q223293	P3373	Q36234
Q223293	P3373	Q28744760
Q223293	P1290	Q60431
Q223293	P1290	Q44530
Q223293	P1038	Q212457
Q223293	P1038	Q28708713
Q223293	P1038	Q5858359
Q223293	P1038	Q193157
Q3260497	P22	Q697562
Q110588190	P40	Q110588187
Q94745745	P26	Q3741964
Q94745745	P40	Q73351
Q76286599	P22	Q75514849
Q76286599	P25	Q75334474
Q1972589	P40	Q17139117
Q1972589	P40	Q7184744
Q1972589	P40	Q26972986
Q1972589	P40	Q252569
Q1972589	P40	Q5354354
Q1972589	P40	Q384856
Q1972589	P40	Q2364228
Q1972589	P40	Q5542842
Q1972589	P40	Q6013428
Q1972589	P40	Q5344605
Q1972589	P40	Q565662
Q1972589	P40	Q238004
Q1972589	P26	Q535583
Q3068636	P22	Q464657
Q5876270	P25	Q6077835
Q5876270	P22	Q2898810
Q6879422	P22	Q156190
Q6879422	P3373	Q4762450
Q6879422	P3373	Q4762303
Q6879422	P25	Q62048
Q354477	P25	Q60748
Q354477	P22	Q458688
Q354477	P40	Q236965
Q354477	P40	Q260525
Q354477	P40	Q261322
Q354477	P40	Q962762
Q354477	P40	Q969754
Q354477	P40	Q708874
Q354477	P40	Q75392736
Q354477	P40	Q75392738
Q354477	P26	Q242879
Q354477	P3373	Q502885
Q75286679	P22	Q150862
Q75286679	P25	Q159660
Q75369748	P22	Q2701191
Q75369748	P25	Q75393909
Q1599554	P22	Q267347
Q1599554	P3373	Q504498
Q1599554	P3373	Q689289
Q1599554	P3373	Q669773
Q1599554	P3373	Q327563
Q1599554	P3373	Q9391762
Q1599554	P3373	Q829566
Q1599554	P3373	Q62217
Q1599554	P3373	Q455819
Q1599554	P3373	Q267384
Q1599554	P3373	Q278001
Q1599554	P3373	Q327616
Q1599554	P25	Q270169
Q871094	P22	Q870668
Q871094	P26	Q111309
Q871094	P25	Q55002816
Q5565237	P22	Q3735611
Q5565237	P25	Q4981388
Q5565237	P3373	Q4937425
Q5565237	P3373	Q498046
Q5565237	P3373	Q5565223
Q5565237	P3373	Q5565230
Q5565237	P3373	Q5595465
Q5565237	P3373	Q22670913
Q5565237	P3373	Q22670927
Q31872554	P25	Q123041
Q31872554	P22	Q777375
Q153586	P22	Q154041
Q153586	P25	Q57654
Q153586	P26	Q170394
Q153586	P26	Q276742
Q153586	P26	Q460566
Q153586	P40	Q693480
Q153586	P40	Q157812
Q153586	P40	Q559253
Q153586	P40	Q2411371
Q153586	P40	Q262989
Q153586	P40	Q391053
Q153586	P40	Q1755340
Q153586	P40	Q2411396
Q153586	P40	Q2411320
Q153586	P40	Q2411332
Q153586	P40	Q672470
Q153586	P40	Q4575564
Q153586	P40	Q3428292
Q153586	P40	Q2622086
Q153586	P40	Q2411381
Q153586	P40	Q12717780
Q153586	P40	Q12326061
Q153586	P40	Q75385330
Q153586	P40	Q75385335
Q153586	P40	Q75385337
Q153586	P3373	Q158248
Q153586	P3373	Q452932
Q153586	P3373	Q274428
Q153586	P3373	Q3429250
Q153586	P3373	Q819778
Q153586	P3373	Q2616482
Q153586	P451	Q2618131
Q153586	P451	Q2414829
Q343990	P22	Q223293
Q343990	P25	Q230868
Q343990	P26	Q236907
Q343990	P40	Q242153
Q343990	P40	Q444290
Q343990	P40	Q1125007
Q343990	P40	Q19629086
Q343990	P40	Q1825899
Q343990	P40	Q75359873
Q343990	P40	Q75359874
Q343990	P3373	Q169448
Q343990	P3373	Q229854
Q110355801	P40	Q110355365
Q110355801	P22	Q966628
Q110355801	P25	Q443476
Q18451969	P451	Q151321
Q62483	P26	Q229286
Q62483	P26	Q261905
Q62483	P25	Q3292910
Q62483	P22	Q704339
Q62483	P40	Q2083435
Q62483	P40	Q138155
Q62483	P40	Q67345
Q62483	P40	Q432727
Q62483	P40	Q319287
Q62483	P40	Q457553
Q62483	P40	Q75292182
Q62483	P3373	Q57126
Q62483	P3373	Q69980
Q62483	P3373	Q452948
Q718991	P22	Q675493
Q718991	P25	Q207953
Q718991	P3373	Q38370
Q718991	P3373	Q3401368
Q718991	P3373	Q711801
Q718991	P3373	Q1079839
Q718991	P3373	Q4267871
Q718991	P3373	Q523140
Q718991	P3373	Q588852
Q65406	P25	Q451430
Q65406	P22	Q50922
Q65406	P3373	Q555336
Q65406	P3373	Q133752
Q66533	P22	Q57320
Q66533	P25	Q257015
Q66533	P3373	Q2080012
Q66533	P3373	Q2124683
Q66533	P3373	Q634072
Q66533	P3373	Q73637
Q66533	P3373	Q62265
Q3175205	P1598	Q2886000
Q3175205	P1598	Q2084669
Q590446	P22	Q7742
Q590446	P25	Q152549
Q590446	P3373	Q2062312
Q590446	P3373	Q1998006
Q590446	P3373	Q1318372
Q590446	P3373	Q237666
Q590446	P3373	Q240261
Q590446	P3373	Q260497
Q590446	P3373	Q2415120
Q590446	P3373	Q3263398
Q590446	P3373	Q361117
Q590446	P3373	Q3839486
Q590446	P3373	Q3839656
Q590446	P3373	Q448174
Q590446	P3373	Q784173
Q26724	P22	Q150575
Q26724	P25	Q237463
Q26724	P26	Q156949
Q26724	P26	Q54041
Q26724	P40	Q319954
Q26724	P40	Q651883
Q26724	P40	Q3185849
Q26724	P40	Q1447395
Q26724	P40	Q75291075
Q26724	P40	Q75291073
Q26724	P3373	Q150494
Q26724	P3373	Q157103
Q26724	P3373	Q647419
Q26724	P3373	Q112088
Q26724	P3373	Q311469
Q26724	P1889	Q156045
Q75807439	P22	Q87876
Q75807439	P25	Q458208
Q3903713	P26	Q258111
Q3903713	P40	Q75936391
Q75384709	P22	Q102140
Q62043	P22	Q105013
Q62043	P25	Q161131
Q62043	P26	Q543311
Q62043	P40	Q58773
Q62043	P40	Q435291
Q62043	P40	Q241250
Q62043	P40	Q89340
Q62043	P40	Q62041
Q62043	P40	Q89362
Q62043	P40	Q1282833
Q62043	P40	Q2571635
Q62043	P40	Q75388922
Q62043	P40	Q75388926
Q62043	P40	Q75388924
Q62043	P40	Q75388925
Q62043	P40	Q215225
Q62043	P1038	Q152229
Q62043	P3373	Q288925
Q62043	P3373	Q234251
Q62043	P3373	Q237740
Q62043	P3373	Q237754
Q62043	P3373	Q62025
Q62043	P3373	Q33550
Q62043	P3373	Q50922
Q62043	P3373	Q50993
Q62043	P3373	Q213658
Q62043	P3373	Q61727462
Q319287	P22	Q62483
Q319287	P25	Q261905
Q319287	P1066	Q331216
Q319287	P3373	Q67345
Q319287	P3373	Q138155
Q319287	P3373	Q432727
Q319287	P3373	Q457553
Q319287	P3373	Q2083435
Q75238545	P22	Q58020
Q75238545	P25	Q61649
Q6781037	P22	Q536033
Q6781037	P25	Q2546993
Q6781037	P3373	Q20068350
Q6781037	P3373	Q310334
Q6781037	P3373	Q316913
Q6781037	P3373	Q544166
Q6781037	P3373	Q664061
Q6781037	P3373	Q2291350
Q6781037	P3373	Q106655192
Q1082603	P26	Q68262
Q1082603	P22	Q570998
Q1082603	P25	Q6492129
Q1082603	P3373	Q2184007
Q1082603	P3373	Q65933
Q1082603	P3373	Q4821080
Q1082603	P3373	Q6492400
Q1082603	P3373	Q23895994
Q1082603	P3373	Q75243961
Q3752288	P40	Q1349502
Q3752288	P40	Q22117329
Q3752288	P40	Q562934
Q3752288	P40	Q75317888
Q3752288	P26	Q376707
Q3752288	P22	Q5084007
Q3752288	P25	Q102813689
Q110588100	P22	Q3816449
Q110521312	P40	Q62653080
Q110521312	P22	Q110521313
Q110521312	P25	Q110521315
Q299293	P25	Q196022
Q299293	P22	Q63246
Q299293	P3373	Q61695
Q299293	P3373	Q271927
Q299293	P3373	Q442590
Q299293	P3373	Q1801141
Q54812364	P3373	Q329117
Q75961670	P22	Q3120411
Q75961670	P25	Q75467689
Q62522268	P22	Q3383254
Q62522268	P3373	Q19589804
Q62522268	P3373	Q3372774
Q62522268	P3373	Q16026774
Q1895715	P22	Q558253
Q1895715	P3373	Q249112
Q1895715	P3373	Q64737
Q1895715	P25	Q8211206
Q154308	P25	Q236965
Q110586620	P40	Q110586616
Q110586620	P40	Q110586661
Q75370703	P22	Q65152713
Q75370703	P25	Q75370694
Q102077282	P184	Q1235492
Q102077282	P185	Q679098
Q3847234	P22	Q312297
Q3847234	P25	Q93757
Q3847234	P3373	Q1100966
Q3847234	P3373	Q45391
Q3847234	P3373	Q314558
Q3847234	P3373	Q1316745
Q3847234	P3373	Q1117364
Q3847234	P3373	Q1152395
Q3847234	P3373	Q968920
Q7086882	P26	Q6729457
Q7086882	P40	Q2662344
Q7086882	P40	Q7900243
Q7086882	P40	Q108432918
Q7086882	P40	Q108935502
Q88312255	P451	Q936976
Q75291555	P22	Q924947
Q75291555	P25	Q75291334
Q588852	P22	Q675493
Q588852	P25	Q207953
Q588852	P26	Q58514
Q588852	P26	Q337635
Q588852	P40	Q465590
Q588852	P40	Q771810
Q588852	P40	Q237126
Q588852	P3373	Q1079839
Q588852	P3373	Q523140
Q588852	P3373	Q4267871
Q588852	P3373	Q38370
Q588852	P3373	Q3401368
Q588852	P3373	Q711801
Q588852	P3373	Q718991
Q588852	P1889	Q82674
Q2015941	P22	Q47595
Q2015941	P25	Q241179
Q2015941	P3373	Q3637283
Q2015941	P3373	Q3638489
Q2015941	P3373	Q236970
Q2015941	P3373	Q312110
Q2015941	P3373	Q3904375
Q2015941	P3373	Q706068
Q2015941	P3373	Q926544
Q2015941	P3373	Q954274
Q2015941	P3373	Q5973389
Q2015941	P3373	Q5784538
Q2015941	P3373	Q4722030
Q57209	P22	Q44319
Q57209	P3373	Q44361
Q57209	P3373	Q61548
Q57209	P3373	Q232155
Q57209	P3373	Q57531
Q57209	P3373	Q57653
Q57209	P3373	Q57662
Q57209	P3373	Q57943
Q57209	P3373	Q61221
Q18812244	P22	Q3080914
Q3083514	P1598	Q3086168
Q3083514	P1598	Q3094026
Q3083514	P1598	Q22210250
Q783340	P25	Q232172
Q783340	P22	Q312681
Q783340	P26	Q1446617
Q783340	P3373	Q231844
Q783340	P3373	Q233798
Q783340	P3373	Q276021
Q783340	P3373	Q175250
Q783340	P3373	Q175544
Q783340	P3373	Q312683
Q783340	P3373	Q3770095
Q783340	P3373	Q3852613
Q783340	P3373	Q16204132
Q783340	P3373	Q16601395
Q1471436	P22	Q966628
Q1471436	P25	Q443476
Q1471436	P40	Q2018018
Q1471436	P40	Q1338441
Q1471436	P40	Q3089542
Q1471436	P40	Q16034374
Q1471436	P3373	Q303216
Q1471436	P3373	Q3292912
Q1471436	P26	Q16685191
Q1989163	P40	Q75360761
Q1989163	P40	Q75360760
Q1989163	P22	Q2958426
Q1989163	P25	Q75317702
Q1989163	P26	Q75360757
Q1989163	P26	Q20670747
Q504498	P25	Q270169
Q504498	P22	Q267347
Q504498	P40	Q167564
Q504498	P3373	Q62217
Q504498	P3373	Q278001
Q504498	P3373	Q327563
Q504498	P3373	Q327616
Q504498	P3373	Q9391762
Q504498	P3373	Q455819
Q504498	P3373	Q669773
Q504498	P3373	Q689289
Q504498	P3373	Q267384
Q504498	P3373	Q1599554
Q504498	P3373	Q829566
Q463362	P25	Q635315
Q463362	P22	Q426677
Q463362	P40	Q58755
Q463362	P26	Q65809
Q463362	P3373	Q2349136
Q463362	P3373	Q941798
Q2082180	P1598	Q887599
Q2082180	P1598	Q64750961
Q2082180	P1598	Q11854053
Q110422605	P40	Q61685097
Q110422605	P22	Q110422406
Q110422605	P25	Q110422409
Q109455963	P22	Q224548
Q109455963	P25	Q76329834
Q109455963	P3373	Q875768
Q109455963	P3373	Q4979691
Q109455963	P3373	Q109456438
Q3129338	P22	Q1453246
Q3129338	P25	Q2066886
Q3129338	P3373	Q469962
Q3129338	P3373	Q455071
Q3129338	P3373	Q19312912
Q75359581	P40	Q75359584
Q75359581	P22	Q75359482
Q75359581	P25	Q75317700
Q75359581	P26	Q75359582
Q555354	P25	Q2633673
Q555354	P22	Q555008
Q555354	P26	Q60431
Q555354	P3373	Q2550274
Q555354	P3373	Q548485
Q555354	P3373	Q964936
Q677587	P22	Q2058648
Q677587	P25	Q2056633
Q677587	P3373	Q658916
Q677587	P3373	Q2057108
Q677587	P1598	Q677590
Q677587	P1598	Q3475900
Q677587	P1598	Q21634460
Q337477	P25	Q158140
Q337477	P22	Q444347
Q337477	P3373	Q160001
Q337477	P3373	Q2205590
Q337477	P3373	Q2351869
Q112124	P40	Q465456
Q64746050	P1598	Q64707904
Q64746050	P1598	Q64737034
Q64746050	P1598	Q1340906
Q702876	P25	Q272682
Q702876	P22	Q61268
Q702876	P26	Q264644
Q702876	P40	Q231820
Q702876	P40	Q61557
Q702876	P40	Q62516
Q702876	P40	Q558323
Q702876	P40	Q67695
Q702876	P3373	Q886404
Q702876	P3373	Q261876
Q702876	P3373	Q551726
Q3609082	P40	Q2275879
Q3609082	P26	Q3934676
Q3609082	P22	Q3659485
Q3609082	P25	Q110748987
Q106691194	P22	Q28865998
Q106691194	P25	Q3827864
Q106691194	P3373	Q86335289
Q106691194	P3373	Q79324001
Q1450210	P22	Q824348
Q1450210	P40	Q3051076
Q1450210	P40	Q3131726
Q1450210	P40	Q76263167
Q1450210	P25	Q76263166
Q1450210	P26	Q3089542
Q3847186	P25	Q261301
Q3847186	P22	Q942153
Q3847186	P3373	Q255400
Q1641737	P25	Q77835
Q1641737	P22	Q68620
Q1641737	P40	Q430775
Q1641737	P26	Q455392
Q1641737	P3373	Q213766
Q1641737	P3373	Q3771665
Q1641737	P3373	Q262518
Q1641737	P3373	Q1747562
Q1641737	P3373	Q3721825
Q6860871	P22	Q3315758
Q6860871	P25	Q75388707
Q6860871	P26	Q75282520
Q76184112	P40	Q630635
Q76184112	P26	Q158654
Q2308926	P22	Q157812
Q2308926	P25	Q231764
Q2308926	P40	Q62259
Q2308926	P40	Q60286
Q2308926	P40	Q70984
Q2308926	P40	Q29344083
Q2308926	P26	Q505976
Q2308926	P3373	Q174256
Q2308926	P3373	Q235828
Q2308926	P3373	Q241196
Q2308926	P3373	Q317499
Q2308926	P3373	Q70892
Q2308926	P3373	Q157793
Q229208	P22	Q58514
Q229208	P25	Q201143
Q229208	P26	Q129857
Q229208	P40	Q374988
Q229208	P40	Q378825
Q229208	P40	Q132545
Q229208	P40	Q231074
Q229208	P40	Q958378
Q229208	P40	Q235835
Q229208	P40	Q3263857
Q229208	P3373	Q235841
Q229208	P3373	Q2958270
Q229208	P3373	Q16538609
Q229208	P1889	Q242336
Q259267	P26	Q298808
Q259267	P26	Q295824
Q26270710	P22	Q708265
Q26270710	P25	Q7828080
Q26270710	P3373	Q20202476
Q26270710	P3373	Q19926267
Q26270710	P3373	Q20058336
Q26270710	P3373	Q19926149
Q26270710	P3373	Q101581
Q26270710	P3373	Q328530
Q26270710	P3373	Q62499
Q26270710	P3373	Q263368
Q26270710	P3373	Q325092
Q26270710	P3373	Q570998
Q26270710	P3373	Q75243862
Q310146	P40	Q58514
Q310146	P40	Q133912
Q310146	P40	Q2851335
Q310146	P26	Q271499
Q310146	P3373	Q705176
Q590472	P25	Q271976
Q590472	P22	Q361117
Q590472	P3373	Q767925
Q590472	P3373	Q3840450
Q75291521	P22	Q505040
Q75291521	P25	Q242336
Q22248169	P1598	Q2959604
Q22248169	P1598	Q8330056
Q22248169	P1598	Q3132233
Q434061	P25	Q237308
Q434061	P22	Q502919
Q434061	P26	Q61234
Q434061	P3373	Q552625
Q434061	P3373	Q258483
Q434061	P3373	Q270528
Q434061	P40	Q75270292
Q5779373	P22	Q52944
Q5779373	P25	Q447040
Q384856	P25	Q535583
Q384856	P22	Q1972589
Q384856	P3373	Q2364228
Q384856	P3373	Q5344605
Q384856	P3373	Q5542842
Q384856	P3373	Q6013428
Q384856	P3373	Q17139117
Q384856	P3373	Q238004
Q384856	P3373	Q252569
Q384856	P3373	Q5354354
Q384856	P3373	Q565662
Q384856	P3373	Q7184744
Q384856	P3373	Q26972986
Q75291252	P22	Q2021651
Q75291252	P25	Q3663505
Q52938	P22	Q52939
Q52938	P26	Q233319
Q52938	P40	Q52937
Q52938	P3373	Q2073728
Q52938	P3373	Q3847259
Q75371250	P22	Q72905548
Q75371250	P25	Q66023110
Q715234	P22	Q932200
Q715234	P25	Q891777
Q715234	P26	Q237737
Q715234	P3373	Q935424
Q715234	P3373	Q969113
Q715234	P3373	Q364925
Q261852	P26	Q44961
Q261852	P26	Q55848177
Q261852	P25	Q237663
Q261852	P22	Q328233
Q261852	P3373	Q260505
Q261852	P3373	Q170205
Q261852	P3373	Q502919
Q261852	P3373	Q697660
Q261852	P3373	Q78542
Q261852	P3373	Q78549
Q261852	P40	Q1914128
Q261852	P40	Q75295026
Q261852	P40	Q75295025
Q75381495	P22	Q131981
Q75381495	P25	Q76961
Q75381495	P793	Q2345820
Q75367611	P22	Q2720659
Q75367611	P25	Q261802
Q75367611	P3373	Q18222844
Q75367611	P3373	Q75367607
Q75367611	P3373	Q75367610
Q3292549	P40	Q158654
Q3292549	P26	Q3387738
Q75295040	P22	Q506514
Q75295040	P25	Q261833
Q55671981	P26	Q22087682
Q55671981	P40	Q22087685
Q3771665	P25	Q77835
Q3771665	P22	Q68620
Q3771665	P40	Q2850041
Q3771665	P40	Q75377030
Q3771665	P3373	Q213766
Q3771665	P3373	Q3721825
Q3771665	P3373	Q1641737
Q3771665	P3373	Q1747562
Q3771665	P3373	Q262518
Q3771665	P26	Q102320532
Q3262129	P3373	Q16798428
Q3262129	P40	Q433049
Q3262129	P26	Q17352229
Q3262129	P22	Q17352253
Q1338135	P22	Q57628
Q1338135	P3373	Q1895648
Q1338135	P3373	Q57909
Q1338135	P3373	Q1533315
Q1338135	P3373	Q215086
Q1338135	P3373	Q76724
Q1338135	P3373	Q76736
Q1338135	P3373	Q95815
Q2273635	P25	Q240311
Q2273635	P22	Q2303777
Q2273635	P3373	Q2457294
Q2273635	P3373	Q64733019
Q2273635	P1290	Q62263
Q2273635	P1290	Q242421
Q686100	P1598	Q961157
Q686100	P1598	Q22247987
